"Title","Content","Rating"
"Ruined by pretentious language barrier","I really enjoyed the pilot ( 1st ) episode and gave it an 8. It became a downward spiral to a 5 at this point despite Hiroyuki Sanada trying to carry the series. He was amazing in The Last Samurai. Shogun failed completely to capture the nuances of Japanese culture that ""The Last Samurai"" perfecly did in a 2.5 hours movie. The writing has become terrible with useless subplots that don't really add up much other than as plot convenience/hole and shock factor.The cheesy long dialogues and quotes with the monotones are painful to hear. The worst element in Shogun is the language barrier where an unfit tryhard lead actor - Cosmos Jarvis - who needs a babysitter to make corny jokes between serious translations. If i was a Japanese, i would be insulted and ashamed as to how this series treats the Japanese language. Why would the series use cheap humor through a language barrier? How did this infantile, Cosmos Jarvis, even made through the audition? I'm dropping this series for good.",3
"Great looking show, kinda going off the rails though","I love the look of this show. It's moody, it's dark, and while the landscape is not quite Japan, the Canadian wilderness is a decent analog. But looks can't carry everything, and the cracks are starting to show.The shogunate depicted is based less in history, but rather the obsession with a stoicism Western audiences associated with Japan during the early 20th century.The audience insert (notably British) is set up to see straight through this, and brings his enlightened views to the town he is gifted by Toranaga. It's a classic story as old as Hollywood, and it saddens me to see this trope rehashed time and time again.Perhaps it's that almost every Japanese character seems to be like some kind of cheesy anime character, either stoic, a buffoon, or a cackling villain. What little we see of the average worker is sweet or placid, a wallflower for Blackthorne to bounce off of in his classic rejection of stereotypical cultural tropes.I'm not asking for much, perhaps a little bit of insubordination. Because this period of time in history books was full of people breaking the mold in Japanese society. A mildly outspoken commoner, perhaps an unruly peasant. Just something to show that people were still people.Anyway, it's a nice looking show, and a little better than the days of movies like The Last Samurai. But it's got a long way to go, because the reliance on common stereotypes shows the lack of passion to depict people in a realistic and human way.",1
"Started off good","But then:Lots of setup with nothing actually happening laterLots of characters who I didn't care for and too few I cared forLots of talking. During the 10 hours I watched the show, I saw perhaps 20 minutes of what could be called actionLots of filler... just TOO much. Breaks between dialogue, dialogue moving in snails pace, blank stares at the camera...Lots of unnecessary drama between minor characters which leads to nowhereIts been a while I've been this disappointed in a show after a promising start. After the first 2 episodes I was ready to give this 8/10, but by the end, the best I could give this is 3/10, and that's for the beautiful scenery and OK-to-good acting, but its safe to say that nobody made any breakthroughs here.All in all a major disappointment, and to think I was ready to subscribe to Hulu just to watch this!",1
"I'm confused","As someone with PhD of art and working as writer and developer for several video games and movies I whould say it was a waste of time and budget,the only thing that I liked was the close ups everything else was awful such as character development was meaningless story line was boring the acting could have been much better and everything else,it was an example of what path the art of movie making should not continue to take,if the series were to continue for another 20 to 30 episodes you may see some good points in the story,which hopefully it didn't continue that much and our time wasn't wasted more than this.",3
"No Portuguese? Seriously?","The Portuguese speak English. Who in 2024 and in their right mind thought that this would be a good idea? Therefore the whole series is a complete clown show. It further presented in the so far published episodes a lot of flaws and illogical behavior of the characters. The story is simplified, rushed and takes stupid, unbelievable short cuts. Acting isn't that great and I cannot sense any chemistry, whether good or bad, amongst the characters, but that's probably due to the lazy script and directing. Cinematography is uninspiring and once more: who thought filming all in Canada would provide an ""authentic"" backdrop. Japan is beautiful and the film makers missed a great opportunity here. Because all of this, all portrayed feels unauthentic. Poor cast and characters. Most annoyingly Blackthorne, representing ""the English"", is just a Marty Stue, which is so utterly boring.These 10-point reviews seem fake in their vagueness and majority as there's no way that this cheap, lazy production is above a 7. IMDB is losing credibility here.I still cannot get over the fact that in the year 2024, they replace one language by English. This is extremely irritating, disappointing and blatantly ignorant and embarrassing. I'm not gonna watch more what these people create in the future. Ridiculous.",6
"Disappointing","The caliber of the production is far above average and from viewing point of view was a real treat visually To my mind the storyline wanders from the novel and is confusing. The confusion is due in large part to the use of captions In my opinion the biggest disappointment was the use captions on the Japanese dialogue. The captions turned off people. Considering the amount of money spent producing this series why wouldn't you give the viewer the option to select language as does Netflix on foreign.films. When it's possible to offer different language why would you not? Cast was excellent. All things considered, a lost effort.",1
"What a bore fest glorifying suicide and treating women like cattle in the name of history","As an avid fan of Chinese and Japanese movies and TV shows, I was very excited to see this show prop up. Excellent ambience and acting. However the story lets you down considerably. Pointless and just like the famous Heroes and other similar movies. To top it all it glorifies suicide in the name of honour and treating women like 2nd class citizens.In this day and age, such shows should not be made that glorifies things it took us years to leave behind. The end is so simple and ridiculous which could have been achieved without getting so many people killed. The good part of that the lead actors are amazing. However, once you finish the show you would think why did I waste 500hrs of my life on this show.",3
"NOT ENTERTAINING because of poorly shot scenes and massive number of fast subtitles","1. COLORS: Poor choice of colors and too many blurry out of focus misty background scenes. Even the indoor scenes were terrible. For some reason inside is a misty mess and background totally out of focus. Very unrealistic lighting and colors and very distracting.2. MUSIC: Just didn't go with the scenes. It was ........ I don't know what it was.3. SUBTITLES: Too many, too fast and too many unfamiliar names. My wife and I could not watch it together because both of us had to rewind at different times just to try and figure out what was going on. If you watch the actor's expressions you miss the subtitles and rewind, rewind, rewind.4. COMMERCIALS: I was going to join Hulu so I wouldn't have to watch commercials. Fortunately, I decided to watch it on FX first to see how I liked it. I won't be joining Hulu or for that matter I have no desire to watch another episode. Yes, too many distractions.5. ACTING: We were spoiled by Richard Chamberlain and John Rhys-Davies (actors in the 1980 much better version). Current actors don't even come close. Shame
6. STORY: I love the story, it is amazing. Unfortunately, there are too many distractions to enjoy the story.7. SCENERY: I lived and traveled all over Japan for three years. I don't know where this was filmed but for sure IT WAS NOT IN JAPAN......AT LEAST MOST OF IT. Maybe that is why a lot of the outdoor scenes were misty/hazy and out of focus.8. RATINGS: IMDB currently gives it a 9.3. It's only been out three days. Take a guess who gave it all those high ratings! I give it a ""one"" because of all the distractions.ALL I CAN SAY IS .......WHAT WAS THE DIRECTOR THINKING?????",1
"Not as good as the original","I've watched the original mini-series and have read the book twice. I'm more a fan of the original because it included narration for context. I find myself reading captions at the bottom of the screen instead of enjoying scenery or the actors. I'd re watch this series completely once I get through all episodes. I might even purchase the original with Richard Chamberlain. This review is much longer than it needs to be because there's a six hundred charactor minimum. A feature that is completely useless and unnecessary. So I keep trying and trying but it won't let me submit it. Nope, just tried again but it's not happening.",5
"Doesn't follow the Book","This remake of Clavells Shogun is inferior to the previous incarnation with Richard Chamberlain and Toshiro Mifune is every way. In the first Mini Series the writers followed the Novel exactly all the way through. In this version they deviated, beginning with Rodriguez going overboard, and then washing up on an Island, found and rescued by Kasigi Yabu after he washed up on the rocks.Then when Toranaga puts Blackthorne in prison, he meets Friar Domingo, who very briefly tells him of the black ship but not it's importance and the writers leave out all the detail and his learning Japanese is left out completely. The way he leave prion is totally different and his instruction of Toranaga into the partition of the world by the Pope in the Treaty of Zaragoza is glossed over so quickly that it's importance on the story is lost. Blackthorne's desire to pursue the Black ship is lost. In the book that is the thread that ties the entire plot line and all the characters together into a wonderful novel. The assassin from the Tong that comes in the night is after Toranaga in the current version whereas in the Novel and mini series he, now a she, was after Blackthorne.",1
"Not great","Being a dedicated fan of the genre, my anticipation for the release of ""Shogun"" was palpable. However, my enthusiasm quickly waned as I invested countless hours into watching the series, only to find it falling far short of expectations. First and foremost, the plot proved to be convoluted and poorly executed. Instead of a cohesive narrative that drew me in, I found myself grappling with numerous subplots that seemed to lead nowhere. The pacing was erratic, with episodes dragging on aimlessly without any meaningful development, only to hastily rush through important moments later on. Adding to my disappointment, the characters lacked depth and failed to resonate with me. They felt like shallow caricatures, devoid of any meaningful growth throughout the series. It was a challenge to empathize or form any connection with them, which significantly hindered my ability to invest in their journeys. Furthermore, the acting failed to elevate the material. Dialogue delivery came across as forced and unnatural, making it difficult to immerse myself in the story. It was evident that the actors struggled to breathe life into poorly written lines, resulting in performances that fell flat and failed to engage the audience. Moreover, the production quality left much to be desired. From the mediocre special effects to the uninspired cinematography, it was apparent that corners were cut in the production process. Scenes that were meant to be climactic fell short due to lackluster visual effects, ultimately leaving me underwhelmed and disappointed. In summary, ""Shogun"" was a glaring missed opportunity. With a more coherent plot, well-developed characters, stronger performances, and higher production values, it had the potential to be something truly special. Unfortunately, it failed to deliver on almost every level, leaving me with a sense of regret and the feeling that I had wasted my time investing in the series.",1
"Illogical language barrier","This is a show made for the American audience, and yet most of it is in Japanese with subtitles. However, the people speaking English are supposed to be speaking Portuguese, what kind of sense does that make?The original with Richard Chamberlain didn't have the type of cruelty that the first episode shows. I suppose that's because today's audience wants something much more edgy, but it certainly doesn't appeal to me.Because it's a saga with interesting costumes, and an interesting location, I imagine it will find its audience, but just a warning to those of us who liked the book and the previous series, don't watch this show.",2
"boring and pretentious","Very boring and pretentious. Lots of light flaring on lenses, I guess this is supposed to be atmospheric. If you took a few classes on photography, you'd soon find it's largely considered amateurish. The music is louder than the dialogue making it difficult to understand anything. Seriously, it's not that hard to balance the audio levels. Complete fail. It's a mish mash of history & fantasy, sorry but that's what it is. Lots of sub titles, why? When Europeans speak, it's modern English so why bother with Japanese. So pretentious. Pick a language & stick with it. It's either a Japanese film or an English film... NEVER both!The costumes etc are great. I'd prefer consistency to nice costumes & sets but who cares about that these days. Better to be pretentious and pseudo multicultural.So, if you are looking for some pretentious crap, this is the one for you.",1
"Really? They had no one that spoke portuguese?","This show had everything to be a great one, but putting someone speaking in english and calling it portuguese was the nail in the coffin for me.Portuguese is one of the most spoken languages in the world and they couldn't find someone that spoke the language?That's lazy and disrespectful to say the least.One of the main characters, Blackthorne, is also a terrible actor, he's a disgrace to the show, there are so many great actors that actually speak portuguese that could easily have done that role better than this awful guy.I'm disappointed with this and with the historical incorrectness too, Portugal never explored the Japanese, they were trading partners and friends, they should have read some books about it at least.Terrible!!!",1
"Blackthorne´s acting is just offputting","And that´s that - the acting of Blackthorne is terrible, everytime he appears is horrible, it is cringeworthy. The japanese actors and actresses are great, the portuguese well...they could speak portuguese just like the japanese speak in their own language. I am watching just hoping Blackthorne dies soon.The setup, plot and storyline is quite good, but it is completely biassed so english appears to be good, and spanish and portuguese are the bad, when the real story is that piracy, dirty tricks etc have been always the trademark of the british. It is british propaganda on how good they are and how they rest of nations should be grateful that they are here.",1
"Calvell twists the facts to suit his ""british protestant hero"" narrative","I'm no fan of either (or any) religion, but the facts of what happened at this time have been twisted so much out of shape it makes it a pro british protestant, arrogant affair.Throughout history the british have been known (like many other empire driven nations) to twist the facts to suit their own agendas, the problem with series like this, there are enough idiots who'll believe this to be the truth. The theme tune for this should be ""Rule Britannia"", It's so pro-british it's unwatchable for me, and has all the usual cliques. I stopped watching halfway through the 2nd episode, read other reviews, read historical facts (and it's extremely inaccurate as far as what actually happened is concerned, which is why he's changed the names of all the main protagonists!), no surprise this was written by an ex british military buffoon...",1
"Just another piece of historical brainwashing.","Yet another play in which history is misrepresented, I would even say misled. Despite portraying the greatness of Japan, once again an Englishman plays a key role in the story. The Portuguese are once again portrayed in a position without any merit.Even the Spaniard is portrayed as a reckless and impulsive pilot, while the Englishman is the competent pilot who saves the boat.This is why the UK and the USA have culturally conquered the world, they have brainwashed people's historical memory.I don't have much more to add, I don't know why it has such a high score, the plot is nothing exceptional.Just another product driven by the powerful marketing of the film industry.",1
"Why is it shot like that?!","First episode has really turned me off from wanting to watch more.Why is this show done as if it's a horror movie? Weird fish-eye lense camera's, shake cam's, strange, dark atmosphere with horror movie music and characters doing lines like they're trying to be weird about it. Everythign is dark, rainy, misty, dreary as if it's all a vague, unnerving nightmare.This is supposed to be an adventure of discovery, of culture clashes, not this depressing nightmare.It's so...off, so weird.The old mini-series was fantastic. It had great and renowned actors, some of them movie legends like Chamberlain and Mifune. I'm sorry to say I know nobody who is in this show. All these plastic faces, perfectly sculputed by the best of cosmetic surgeons make these characters feel unreal and unnatural. They are too perfect, adding to it all an unauthentic feeling. They don't feel like regular people, they feel like beautiful, perfect actors.The direction is like a strange, ungodly mix of the worst overdramatized parts of both Western and Japanese movie-making. In the first episode, event after event just happens like ticking boxes on a list, it's so unnatural without any feeling of connection. That the scenes seemed to often be so short didn't help at all. Remember when lord Yabu gets introduced in the old mini-series? That's quite the scene. It's in no hurry. None of that in this new show, none of it, everything has to happen quickly and you never get to just sit and enjoy a long scene with good drama.The way the language barrier was represented in the old mini-series was very good, perhaps brought on by the fact that there was a genuine language barrier for the cast that made it all that more believable. They truly were a different class of actors.",1
"I really wanted to like but the writers and directors were too lazy with languages spoken in the show","Besides the numerous inconsistencies from the period of time which are disrespectful and fictional. The fact that the writers and directors decided to use Japanese and English but refer Portuguese as English was extremely confusing, I thought I had dubs on because it didn't make any sense. The show is either for Americans only or dumbed down, so many shows have 3/4 languages spoken and this show can't handle 2? And there are actors that do speak Portuguese? It became unwatchable after knowing that they only steered the series towards Americans. Terrible creative decision. Horrible boring series.",1
"Yawn... the perfect sleeping pill","Despite its aesthetic allure, the series fails to captivate, leaving me yawning and on the brink of sleep through the initial trio of episodes. The addition of more female characters, a boost in action sequences, and a decrease in the prominence of fighting would undeniably enrich the viewing journey. I doubt I'll continue watching as the risk of nodding off looms large.While I understand it's an adaptation of a book, I fondly recall the 80s version, which managed to keep me engaged throughout. Thus, it seems entirely feasible for this adaptation to achieve a similar feat without missing out.",5
"Absolutely n","I am a huge fan of the 1983 mini series with Richard Chamberlain. He absolutely was John Blackthorrne. This FX series cannot begin to compare. It is tedious to watch. I am just an hour in and am giving up. If I want to read that much, I will read the book. This version seems to augment violence for violence's sake. Catholic bashing too which never sits well. They seemed to make a strong point of that early on. Volume is incredibly low, many scenes seen overly dark. Not as sumptuous as the original. I had this set as a series recording and deleted it after an hour in. It is rare that I ever like a remake. I think the only one that comes to mind was the A-Team movie. I spent most of the hour I watched not being able to truly concentrate because I had to read so much. I normally do not mind subtitles but this was painful. No thanks. I will now go buy the original.",1
"Headline: 3rd review made and deletedm","I can't give enough praise for the production team. They were awesome in several ways. They went through 9 steps to get the script as authentic as it is. Right on!! It's great to see no cut corners! Usually, something such as time period languages don't receive much attention. However, there's no cutting corners with the script when 600 A. D. Japanese was researched in order to ensure that this Television Event contained an original and genuine quality to it. Unfortunately, this is where anything that was done correctly was finished with. Actually, I fail to see the point in going 9 long steps with various types of Linguists for a script in a FICTION story. What a complete farce. It should have been classified as a COMEDY. What a JOKE!.Didn't anyone explain to these 9 groups of Linguists that the entire show is FICTION???I guess someone failed to inform them. It's quite sad that this entire show didn't live up to It's expectations. Even though so many Japanese Language Scholars were involved (against their will). LOL. I only hope that production spends more time on making an interesting story vs perfection in the Language.",4
"Was looking forward to this story","Im a big fan of Japanese Arms and Armor, but this new story Im not.I tried to watch episode 1 and it completely failed for me with lots of fast small scenes.Lots of scenes was sooooo stupid that I took my self laughing. Why would a samurai risk his life for the Spanish guy? And then try to commit Seppuku and then saves him self when he get new rope. Sooo stupid.All acting is very poor and no one I care for.The music is soooo off.The guy playing Toranaga is sooo weak and not a good actor.All filmed in Canada with lots of CGI and green screen. Lots of closeup with blurry bagground.I was really looking forward to this new edition, but Im not gonna see the next 9 episodes, I cant take it serious.",1
"senseless gratuitous suffering","There is no value in portraying senseless gratuitous gory scenes of people suffering. It does not serve anyone, does not improve anyone's life, it just creates distress in anyone seeing it. We are empathetic beings and it is not normal to enjoy the suffering of others, in fact it can cause great distress in many people. I did not watch game of thrones for that very reason. Nor Braveheart. I stopped watching the walking dead when it went too far. I don't care how wonderful people may think the story is in this, so long as they decide it's appropriate to include stuff that I would not show to any child, then the show is surplus to requirements. Producers of these kinds of shows need to develop a sense of decency.",1
"Excellent series. Terrible actor.","This remake of the 80s series is excellent, but it has flaws in terms of the actors.Actor Cosmo Jarvis was poorly chosen to play the great character of Blackthorne, previously played by David Chamberlain. It lacks category, and the type of aggressive and proud representation is not even real compared to the existing novel.Yes, it's a 70s novel and it doesn't have the whole truth of the whole story. The pseudo adventures of a navigator named William Adams.And the biggest criticism is the lack of existing multiculturalism. If the series has Japanese actors representing historical figures from Japan, the same should happen with the Portuguese figures. We see Japanese being spoken, a sad and ridiculous speech in Portuguese that is in English. But then we already have an American speaking Spanish and a bunch of sailors speaking Dutch.I don't believe the series will correct or improve this issue.Keep watching...",2
"John Blackthorne speaks English not Portuguese!","As the title states, he speaks English not Portuguese. Along all the first episode the so called translators were tasked to translate Portuguese to Japanese, but the pilot (John) speaks English. Cannot understand why such a minor detail went unnoticed. Having that said, I couldn't continue watching as it was very disappointing that something so obvious wouldn't care for the producers. It's like insulting people's intelligence. If you manage to ignore and overcome that you might enjoy the series. It doesn't look so bad, but it's not amazing. I've got to watch the old though, based on some other reviews.",1
"Boring","I didn't see the original series in the 80's. I'm 40. I didn't read the book. Not my genre. However, I was looking forward to this and a new entertaining series for spring. Wrong. This show is an absolute snooze fest. My number one complaint is the subtitles. Most of the show is in Japanese with English subtitles. I want to watch a movie. Not read a movie. If I wanted to read a movie I'd get the book. Watched episode one figuring it would improve. As episode two ended I realized it was again full of subtitles and I had slept throw 1/3 of it. None of the characters are likeable. Its just overall boring.",3
"Grim, terribly cast, what accent is he going for???","I had high hopes for this but it's all dark grim dirty and that lead, is he going for British accent, Portuguese? Dark and grim and the cast is ugly. The male Japanese lead is so tiny, he doesn't command the power as a leader. And yes I get it, they're in Japan. But this is meant for Japanese audience or for North Americans. Reading the subtitles gets cumbersome. Feel like a foreign series,
The female lead is also ungrateful, speaks commonly and has zero star power. I get it trying to make it all authentic and realistic but as an audience I want to be entertained and all I see is dark grim unattractive people and nobody smiles. It gets tiresome just sitting through one episode. Sorry it's a pass for me.",2
"Torunaga didn't even exist, portuguese people do not deserve the treatment they have.","I'm not in favor of cutting creative freedom, but selling a period film with so many story inaccuracies (Torunaga didn't even exist...................... .......)
Then, combined with a total historical inaccuracy, the contradiction. On the one hand we have Japanese speaking Japanese, English speaking English and Spanish (Portugal's allies since when?!?!?) speaking Spanish. On the other hand, we have Portuguese speaking... everything but Portuguese.Finally, like the nail in the coffin, reinventing something is doing it better, especially when it is said to be the new Game of Thrones. The lack of a Portuguese character (who is empathetic to us) that makes up the chess game that was the Japan of Nobunaga, Hideyoshi and Tokugawa Ieyasu kills me. Now I understand what the Chinese and Russians feel when they watch American films...",1
"What a bore!","I've not read the book and I've not watched the original mini series so I have no legacy investment. I watched this mainly because of the trailers and because of Hiroyuki Sanada's presence. First, the sub titles and English masquerading as Portuguese, if this is your problem then maybe you need to have a word with your inner racist. The sub titles aren't a problem it just means you have to watch and listen rather than being on your phone, as to English standing in for the Portuguese that would have been spoken, well good luck finding the audience that will endure subtitles for both Japanese and Portuguese speech. No, the real problem with this is the unfathomable plot strands and the central notion of a washed up English trader/pirate being important in a Japanese clan war. Non of the plot makes sense and the script is excruciating and no amount of bowing and being inscrutable can save it. A number of the players will be familiar to western audiences, the aforementioned Sanada has been in a lot of western productions, Anna Sawai & Takehiro Hira are both in Monarch, Legacy of Monsters, and Tadanobu Asano has a number of western productions under his belt, so this isn't amateur night. Unfortunately their lines don't help them deliver a coherent story and Cosmo Janis as the white saviour 'lead' further hampers things with a fairly uninspiring performance. Only two episodes have dropped so far but they were enough, I'm out.On an historical note, in 1600 Spain & Portugal were one kingdom ruled from Spain and the threat to their trade came from the Dutch (it wasn't called Holland!) not England.",4
"Leave out the European bit","The sense of Japan , history and culture is excellent but ruined by the European angle and level of importance . That angle is the weakness and reduces the impact of the intrigue and chivalry of the clan history. Sanaa and sawai are brilliant and I loved every scene they were in but my enjoyment dropped when Jarvis as the English hero entered. Most in the west are unaware of the richness of the Japanese culture in the 17th century and this was an opportunity to explore same. I usually like dramas to stick to the book but in this instance I would have been very heavy for a heavily adapted screenplay.",4
"Respect Portugal and the Portuguese language","Having a TV show in 2024 that is suppose to be full of people speaking Portuguese but all of them speak English is atrocious.I laughed so hard when a character said: ""Do you speak Portuguese?"" as he talks in English, I'm sorry, I just couldn't take it seriously.No wonder that Americans thinks the world resolves around them watching a series like this.The network and producers should respect Portugal, the country full of brave people that discovered by sea almost the whole world and also, the portuguese language, a language spoke by many today and a beautiful one.Skip this, if they do this with the Portuguese langague, I expect Darth Vader to arrive in episode 3.",1
"Shogun: A missed opportunity to show the richness of Portuguese culture","Lack of linguistic fidelity:
-Dialogues in English when they should be in Portuguese, compromising immersion in the story and cultural authenticity.-Incorrect pronunciation of Portuguese, with a heavy English accent that sounds artificial and even caricatured.-Lack of attention to linguistic details, such as grammar and vocabulary errors.Inappropriate stereotypes and representations:
-Portuguese characters portrayed in a negative light, as being ignorant, superstitious or violent.-Exaggerations and distortions of Portuguese culture, reinforcing pre-existing stereotypes.-Lack of research and historical accuracy in the representation of the time and events portrayed.Devaluation of the Portuguese language and Portuguese culture:
-The choice to make the series in English rather than Portuguese can be seen as devaluing the Portuguese language and culture.-The lack of care taken with the Portuguese language in the series can be seen as a lack of respect for speakers of the language and for Portuguese culture.-The series can contribute to the perpetuation of negative stereotypes about Portugal and the Portuguese.Conclusion:
-The Shogun series, despite having great production value, displays a disrespect for the Portuguese language and for Portugal. It is important to criticize the series for these problems and to demand greater quality and rigor in productions that portray Portuguese culture.",1
"Why always sex and nudity?! Ugh","Why can't anything be made without so much sex and nudity ?! This is a great show so far , but the women nudity is not necessary! I'm so tired of everything needing to have it . I don't mind if a show needs to show chemistry with characters but it's really not necessary here. Game of Thrones is disgusting as well . There is just no need for so much of it every single episode. Im disappointed. Was just wanting to watch this with my kid who loves this type of thing but with the nudity I hesitate. Yeah it can be skipped but I feel I'm so over needing to be careful. For once a decent show can be decent with NO NUDITY!! It's always women too . Ughhhhh , disappointed.",1
"Almost perfect, but...","Shogun is a great production with good actors, costumes, scenery, music, etc. A strong point would be its multilingual and cultural aspect, as the Japanese and English have their languages respected. It is unbelievable that the dialogues between the supposed ""Portuguese"" people are all in English, which often makes a scene incomprehensible, for example in E2, in which a Portuguese priest and Mariki ""translate"" a conversation with Blachthorne (who claims to be fluent in Portuguese) to Toranaga, but their ""translation"" is entirely from English to Japanese. In another scene, the same Portuguese priest, alternating between Japanese and English languages (with maybe an exagereted ""Portuguese"" accent), compliments Mariki for her ""excellent Portuguese"". Nonsense! It is not enough to avoid ""yellow face"" and other prejudiced aberrations and remain with this ridiculous language segregation. A shame.",5
"Portugal keeps being disrespected throughout the industry...","This show is a disgrace in the sense they could't even go through the troube of getting a portuguese speaking actor and constantly disregarded the language and its importance.I watched the first episode with high expectations given the rating only to be lef extremely disapointed by the end of it, frankly losing the will to watch any more of this garbage.I spoke about the portugese laguage's complete disregard but that was not my only issue of course, one could mention the historical inaccuracies, the uncalled for nudity (only to appear more mature), and the extremely corny and tropy opening.Once again about the disrespect towards the portuguese, not once during the first episode did I hear about a portuguese sailor, always talk about a spanish sailor in the portugese ships almost as if the portugese were so truly incompetent they could't even sail their own ships.Since you are willing to have a majorly japanese show marketed to a non japanese speaking audience the inclusion of portuguse speaking characters would not be against the ""no subtitles watchers"" since the whole show requires the damn subtitles!",1
"Annoying and overated","Two things. First. If the main characters is supposed to speak both English and Portuguese ... But speaks ONLY English ... What is the point of the story? Why is he not speaking Portuguese? Secondly, after traveling the oceans without any food or water for month, youbshould see his body. He must have kept all the food and water for himself, and he shouls be blamed for the poor health of his equipage.On top, everything is crystal clear, spotless and new. Because Japanese are know for their obsession of cleaningless. Cliché.This serie is grotesque. Flirting with some cheap Telenovelas ... Next.",1
"it's not top, bad bad bad","Frustration is felt when watching a series like Shogun, when the expectation of finding a passionate narrative is quickly replaced by the discomfort caused by the disrespect for the Portuguese language.The great initial enthusiasm that arose when watching the first minutes of the first episode of the Shogun series quickly disappeared when I realized that the characters, supposedly Portuguese, were not speaking Portuguese. Instead, a version of the Portuguese language adapted into English was presented, with the characters communicating in English as if they were speaking Camões' language. This serious linguistic flaw was a huge disappointment and ended up completely compromising my involvement in the narrative.",1
"All the subtitles gave me a headache.","Loved the 1980 adaptation. But I really struggled to watch this version. I am not a fan of subtitles as I find that too many give me a headache I also find that by having to read the subtitles that I am unable to properly view the scenes on the screen so because of this I will not be watching any more episodes.Many people have rated this program excellent but it's not for me unfortunately.I was looking forward to watching this so I am disappointed that it has not met my expectations.In fact it's an hour of my life I will not back.This is just the opinion of myself and my husband I hope that anyone watching it will come to their own conclusions.",2
"Too Much Reading","I can't exactly enjoy the scenes when I'm too busy looking at the bottom of the screen 60% of the time. The trailer was not like this.Other than that that it's fine. I love the protestant and catholic rift. I like the costumes and architecture. And I feel like I'm learning about japenese culture. I like fact checking after every episode. I learn a lot but it's just too much to digest. This show is too complicated and has too much talking in it for me to enjoy it with subtitles. Maybe if it was an action packed anime or a movie, but 10 hours of reading. Might as well just read the book! Too bad I was looking forward to it too.",2
"Portuguese Jesuits talking english!?","Disrespectful and disappointing!John Blackthorne and all of his translators speak English in this show! Even though they refer to it as Portuguese, which has caused some confusion.With so many great portuguese actors available.. As a portuguese guy that loves history I found this cringe and OUTRAGES. This director should be sues and stopped from doing more historical movies."" Portuguese was among the world's key languages in the 15th and 16th centuries, serving as the lingua franca in several regions, including in African and Asian countries. Portugal was ahead of all European countries when it came to maritime imperialism in the early 16th century, establishing commercial routes and colonies in North Africa, West Africa, South Africa, and the region that would become known as Brazil. The Portuguese arrived in Japan in 1543, and by the end of the century, both the Portuguese language and the Christian religion had been assimilated by many Japanese.""",1
"Rated by fans","I was invited to watch it with a whole advertisement on social networks. But after watching the first three episodes, I decided not to continue watching it. Because I feel that the children who have suffered for ten years voted for it out of excitement, not those who have been following the cinema for several years. All this advertising and noise for a scenario similar to the third-rate Korean series (jumong) with special effects that should not be at the level of a score above 9, but these special effects are fair in the range of a score of 6. The black army in the movie is very weak and amateur. I hope you will not be fooled by the score without technical support like me. The actual score of this series is 6.",1
"Ruined by modern moral decay","Could have been a great series on feudal Japan based on how much painstaking work they did culturally and visually. Unfortunately, they decided to ruin it all with unnecessary crudity and pornography. Many of the ridiculously crass statements the characters make would not have been uttered by people living that time period, even if they were sailors and soldiers. In terms of its treatment of Christianity, the show has a laughably inaccurate representation of what Christian missionaries would have been like. In fact, the show goes out of its way to have some characters insult Christianity in crass ways, presumably inserted just to appeal to the depraved modern juvenile audience the show is seeking to please. It's the same reason it includes explicit sex scenes. No reason to have them, other than to cater to perverted minds. This show would have been so much better had it been cleaned up like Lord of the Rings or Star Wars. Instead, they decided to put one more nail in our culture's coffin.",3
"Made for A Japanese Speaking Audience","Being an FX show, I thought this would be for an english speaking audience. The small amount of english that is spoken in by british actors with strong accents. The rest is all Japanese with english subtitles. Why networks think we want to read TV instead of watch it is beyond me. If I wanted to read it, I would buy the book (which is always better than the movie or TV)! No matter how good the show is, many of us will not watch it due to the almost total subtitling. I didn't even get through half of the first episode, and like many, will not watch any more. Too bad that FX has so little regard for such a large portion of its viewing audience.",1
"Too much cruelty. Too much reading.","I was really looking forward to this show. The commercials made it look like a respectable portrayal of cultures and relationships. However, I couldn't bare to watch any more raw cruelty and let's be honest, I wasn't ready to read thru the entire show of subtitles like it's some obscure foreign film on Netflix. I tend to prefer shows that are more for a general audience, nothing extreme. But this show is exactly that. Extreme and hard to watch. Not a good choice if you just want to chill at home after work and follow a good story. Between having to read thru the entire episode and watching families be murdered and some dude get boiled alive, ummm no thanks. Back to Sportscenter it is...",3
"17 Minutes and not for me","I got 17 minutes into it and turned it off. This does look like it can be a great TV series, but it is not suitable for people like me who like to multitask while watching TV. I'm busy. I am working from home. I like watching TV shows in the background while working on my computer. If I like the show, I'll usually binge watch it again, like I did with Vikings. Even though I am working while watching TV, I can generally get a good sense for what is happening and can keep up with the show.However, Shogun is not for those who like to multitask. It requires intent watching because a good deal of it is not in English. I understand the creators want to keep authenticity, but I intentionally used the example of Vikings. Vikings was a great show, yet it was in English.Hopefully, I will be able to find it with English dubbed down the road, but to not have it in English from the get go seems silly. Anyway, I'm disappointed because it does seem like a good series, but I can't waste time reading subtitles. I envy those who have the time to do so.",2
